Day-Ahead forecast [MW],Intraday forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
26.56,27.09,22.77,2,2817.61
69.91,74.2,47.65,18.98,2817.61
107.13,118.68,72.89,59.28,2817.61
151.28,172.9,124.38,120.78,2817.61
194.98,234.41,206.11,199.8,2817.61
286.84,357.27,317.66,285.81,2817.61
397,490.18,407.85,388.04,2817.61
523.81,613.54,478.53,494.97,2817.61
665.48,734.99,598.14,611.59,2817.61
798.59,848.76,725.11,729.77,2817.61
947.26,970.31,838.76,847.92,2817.61
1064.96,1089.42,951.37,953.74,2817.61
1170.43,1200.87,1049.97,1053.27,2817.61
1247.55,1290.21,1134.67,1137.15,2817.61
1321.6,1374.15,1224.27,1206.39,2817.61
1388.69,1452.73,1277.5,1273.55,2817.61
1459.6,1533.6,1376.72,1353.94,2817.61
1536.71,1611.01,1441.09,1440.36,2817.61
1606.33,1680.59,1517.03,1499.71,2817.61
1650.68,1722.12,1560.53,1554.79,2817.61
1685.97,1754.54,1618.13,1605.4,2817.61
1698.17,1769.51,1627.61,1649.27,2817.61
1701.32,1774.85,1628.1,1681.47,2817.61
1726.95,1800.83,1671.19,1676.35,2817.61
1745.14,1818.82,1654.09,1636.72,2817.61
1745.89,1807.06,1620.61,1574.46,2817.61
1738.04,1788.96,1588.72,1516.13,2817.61
1687.99,1760.21,1492.41,1434.45,2817.61
1632.79,1724.51,1452.44,1359.87,2817.61
1587.54,1688.48,1355.57,1359.21,2817.61
1537.14,1646.45,1310.69,1360.1,2817.61
1479.65,1596.27,1317.34,1318.09,2817.61
1415.9,1538.32,1259.27,1311.34,2817.61
1332.33,1447.89,1295.24,1243.36,2817.61
1247.38,1359.72,1225.5,1187.15,2817.61
1172.38,1274.28,1149.69,1132.22,2817.61
1094.35,1185.84,1074.76,1071.93,2817.61
1009.96,1094.37,1009.78,1009.88,2817.61
924.2,997.92,923.2,933.57,2817.61
838.05,890.65,840.11,841.86,2817.61
756.28,790.39,756.04,755.24,2817.61
669.96,685.16,673.19,644.7,2817.61
574.92,585.32,583.59,537.18,2817.61
461.36,481.65,448.94,432.36,2817.61
345.64,361.45,337.65,332.66,2817.61
267.22,268.97,252.21,241.7,2817.61
190.36,185.05,179.24,158.04,2817.61
126.22,114.86,115.31,93.77,2817.61
69.3,58.78,57.06,44.1,2817.61
20.5,18.95,17.69,11.27,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
19.32,8.39,19.72,4.48,2817.61
64.63,36.03,55.23,30.51,2817.61
113.12,80.12,91.72,82.26,2817.61
165.11,129.21,159.66,156.5,2817.61
221.63,194.55,262.7,247.97,2817.61
370.57,296.76,406.78,356.88,2817.61
554.25,414.81,422.41,479.6,2817.61
684.89,535.65,547.28,607.32,2817.61
812.67,656.4,409.38,733.26,2817.61
897.29,790.99,957.12,858.34,2817.61
978.77,940.55,1073.51,979.83,2817.61
1110.75,1044.42,1084.55,1099.2,2817.61
1234.87,1132.96,1200.6,1206.15,2817.61
1327.08,1260.11,1293.81,1308.83,2817.61
1421.62,1395.04,1402.79,1399.24,2817.61
1512.28,1509.46,1500.45,1485.17,2817.61
1605.71,1632.04,1598.11,1563.25,2817.61
1691.93,1726.02,1691.75,1636.38,2817.61
1774.81,1810.81,1722.14,1695.08,2817.61
1822.64,1874.55,1788.08,1745,2817.61
1863.38,1919.66,1758.75,1785.38,2817.61
1880.55,1939.02,1784.49,1813.37,2817.61
1893.27,1955.32,1826.81,1837.13,2817.61
1900.7,1965.12,1843.07,1842.59,2817.61
1899.92,1965.54,1842.39,1847.33,2817.61
1888.51,1955.35,1836.79,1839.41,2817.61
1870.82,1939.62,1847.57,1810.91,2817.61
1846.91,1916.39,1829.77,1787.24,2817.61
1818.76,1889.84,1762.15,1764.6,2817.61
1784.3,1857.6,1736.24,1717.7,2817.61
1743.47,1820.28,1702.98,1674.89,2817.61
1694.21,1768.59,1657.95,1620.72,2817.61
1627.38,1697.39,1573.65,1553.51,2817.61
1521.61,1580.62,1462.27,1489.3,2817.61
1416.01,1462.29,1339.86,1411.17,2817.61
1315.95,1356.64,1240.96,1322.46,2817.61
1220.21,1254.73,1223.97,1222.44,2817.61
1118.11,1147.93,1119.91,1106.82,2817.61
1005.75,1028.71,1015.2,987.86,2817.61
883.81,905.56,889.99,861.6,2817.61
765.93,786.14,734.75,724.56,2817.61
660.85,677.71,634.75,598.75,2817.61
566.03,575.72,529.73,483.07,2817.61
447.21,446.59,414.55,368.9,2817.61
327.65,324.34,272.96,271.64,2817.61
246.02,239,209.9,184.78,2817.61
170.41,162.91,136.67,119.59,2817.61
107.69,106.9,97.82,69.35,2817.61
53.62,55.13,43.26,30.4,2817.61
11.45,11.77,11.65,6.15,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
5.73,11.09,10.5,1.34,2817.61
16.71,41.57,31.64,13.63,2817.61
24.16,72.1,47.53,43.27,2817.61
32.77,105.28,76.68,82.01,2817.61
40.01,147.57,120.95,129.18,2817.61
49,210.16,172.74,187.97,2817.61
58.3,288.56,218.41,252.32,2817.61
71.71,347.42,277.26,321.89,2817.61
86.25,399.23,364.95,411.64,2817.61
103.06,450.21,419.13,510.61,2817.61
121.19,504.93,580.73,610.57,2817.61
141.84,562.76,666.27,711.09,2817.61
164.46,623.25,723.11,793.86,2817.61
185.61,676.64,842.78,851.05,2817.61
206.75,727.48,886.91,883.96,2817.61
225.1,770.54,928.74,912.73,2817.61
242.94,812.38,971.43,936.88,2817.61
307.18,850.48,1009.17,961.2,2817.61
375.3,888.49,1002.97,1026,2817.61
493.04,925.6,1040.46,1085.65,2817.61
619.18,961,1140.42,1155.9,2817.61
646.07,959.49,1133.96,1194.55,2817.61
670.86,955.67,1160.41,1207.48,2817.61
671.34,950.66,1148.1,1186.96,2817.61
669.7,942.47,1172.1,1199.79,2817.61
674.94,911.45,1130.91,1219.32,2817.61
678.18,879.37,1176.98,1209.14,2817.61
685.7,848.2,1131.22,1175.93,2817.61
690.59,814.2,1138.28,1135.7,2817.61
698.76,787.53,1092.37,1107.94,2817.61
704.34,760.23,1074.02,1072.66,2817.61
716.14,732.52,1026.89,1040.78,2817.61
723.16,701.42,1025.81,1034.11,2817.61
709.01,644.35,947.54,996.52,2817.61
694.01,587.88,923.23,948.94,2817.61
654.6,527.09,845.18,882.45,2817.61
614.47,470.49,806.05,759.15,2817.61
556.79,434.28,752.68,633.06,2817.61
498.19,397.73,590.43,550.42,2817.61
443.88,360.01,542.51,480.11,2817.61
389.88,323.38,434.33,401.61,2817.61
333.31,274.9,367.2,349.97,2817.61
280.66,229.91,290.89,300.44,2817.61
228.07,187.59,229.49,253.06,2817.61
179.47,148.35,197.77,197.41,2817.61
139.98,118.49,147.26,146.53,2817.61
103.69,90.44,110.14,95.67,2817.61
69.43,61.28,69.57,58.18,2817.61
35.83,32.09,32.24,26.98,2817.61
5.85,5.32,5.66,5.73,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
9.42,2.24,11.02,1.5,2817.61
35.7,18.32,42.02,14.96,2817.61
55.24,51.75,63.73,48.42,2817.61
73.67,89.95,106.47,99.01,2817.61
89.55,142.79,180.77,168.92,2817.61
107.82,197.77,265.94,238.71,2817.61
121.97,261.92,330.34,315.64,2817.61
162.47,316.37,380.19,410.37,2817.61
206.82,371.19,410.2,520.49,2817.61
259.06,449.84,579.12,624.59,2817.61
317.83,541.19,646.25,746.76,2817.61
400.77,620.24,810.99,899.28,2817.61
494.2,697.31,877.49,1045.78,2817.61
587.94,835.69,1120.8,1161.34,2817.61
690.51,988.26,1182.54,1266.08,2817.61
729.21,1051.11,1325.09,1356.42,2817.61
763.1,1114.7,1388.42,1442.19,2817.61
819.28,1169.25,1483.8,1501.84,2817.61
875.01,1217.76,1514.99,1544.26,2817.61
882.02,1224.83,1546.94,1599.4,2817.61
884.87,1227.51,1595.25,1618.37,2817.61
908.01,1269.33,1595.55,1660.19,2817.61
928.89,1309.59,1652.61,1673.85,2817.61
954.63,1356.35,1645.98,1641.69,2817.61
978.7,1399.98,1638.93,1623.4,2817.61
982.75,1403.97,1621.41,1589.21,2817.61
984.41,1403.25,1581.68,1582.03,2817.61
971.78,1398.22,1559.67,1536.09,2817.61
955.26,1389.15,1519.08,1483.61,2817.61
931.19,1362.29,1467.93,1428.99,2817.61
903.89,1330.11,1403.79,1344.59,2817.61
876.41,1288.89,1351.24,1227.21,2817.61
842.97,1245.47,1194.4,1166.86,2817.61
784.6,1162.31,1124,1136.88,2817.61
725.4,1081.6,1078.57,1087.61,2817.61
667.86,1009.98,1011.16,1038.92,2817.61
615.75,938.08,1001,930.78,2817.61
562.7,851.37,906.91,787.4,2817.61
509.25,760.24,711.43,685.71,2817.61
453,672.2,626.69,617.03,2817.61
396.05,588.29,522.12,523.71,2817.61
346.23,512.69,453.43,430.33,2817.61
299.18,439.03,379.1,340.26,2817.61
249.72,339.7,305.24,261.16,2817.61
199.56,250.57,208.22,188.5,2817.61
151.99,184.57,161.81,127.5,2817.61
110.45,127.57,98.29,80.5,2817.61
71.17,87.51,71.6,44.02,2817.61
33.75,44.09,26.69,15.17,2817.61
2.94,3.85,3.14,1.27,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
7.5,6.57,6.76,1.63,2817.61
42.64,38.15,39.89,15.38,2817.61
74.78,67.05,60.88,51.36,2817.61
109.09,97.46,101.44,98.15,2817.61
145.01,130.81,163.25,142.89,2817.61
181.41,161.17,240.32,204.54,2817.61
214.83,188.9,312.45,266.23,2817.61
269.02,235.9,336.7,320.13,2817.61
322.47,282.9,387.21,375.29,2817.61
377.12,326.69,433.26,461.77,2817.61
436.32,373.49,511.83,529.91,2817.61
500.81,421.96,566.23,617.04,2817.61
567,469.88,661.2,692.06,2817.61
644.46,540.09,711.13,765.32,2817.61
722.36,615.98,813.53,866.75,2817.61
764.56,663.64,863.5,987.52,2817.61
808.04,713.97,1048.92,1066.36,2817.61
855.78,781.17,1093.05,1124.06,2817.61
904.64,851.52,1138.04,1189.34,2817.61
944.07,916.05,1214.84,1257.96,2817.61
982.62,982,1257.33,1295.3,2817.61
995.97,1004.93,1313.79,1328.61,2817.61
1005.66,1023.84,1317.07,1326.45,2817.61
999.36,1026.37,1316.82,1343.4,2817.61
989.66,1025.78,1316.45,1322.92,2817.61
959.86,1005.95,1297.77,1289.45,2817.61
929.06,981.47,1276.92,1276.35,2817.61
920.55,983.01,1263.01,1254.61,2817.61
907.88,980.82,1239.03,1252.86,2817.61
896.58,966.57,1231.46,1221.2,2817.61
883.21,951.03,1198.16,1194.17,2817.61
870.46,942.16,1173.9,1138.05,2817.61
854.55,929.86,1139.13,1099.26,2817.61
833.83,881.91,1021.61,1042.92,2817.61
804.15,831.55,933.21,983.35,2817.61
744.22,751.1,915.77,920.78,2817.61
690,676.13,833.7,832.54,2817.61
619.46,607.89,750.43,749.75,2817.61
555.76,535.65,672.23,654.28,2817.61
487.41,470.12,583.27,544.63,2817.61
418.82,408.74,517.39,446.12,2817.61
351.38,342.91,382.62,357.17,2817.61
290.66,280.78,307.93,262.61,2817.61
232.09,222.97,238.73,184.42,2817.61
177.66,173.22,164.3,132.08,2817.61
135.81,135.11,129.22,91.33,2817.61
98.02,99.63,77.84,56.19,2817.61
61.62,63.1,55.69,27.9,2817.61
27.14,28.25,16.88,8.97,2817.61
0.84,0.96,0.89,0.76,2817.61
0,0,0.01,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
1.67,1.54,1.42,0.01,2817.61
16.53,11.67,11.04,0.17,2817.61
30.49,20.78,12.54,1.52,2817.61
45.99,31.02,14.71,5.75,2817.61
60.53,41.09,19.04,12.88,2817.61
79,53.23,26.8,22.38,2817.61
99.19,65.46,37.11,34.38,2817.61
120.59,76.99,50.03,50,2817.61
144.04,88.61,60.83,65.3,2817.61
179.84,108.95,91.88,75.23,2817.61
222.42,133.24,119.7,93.68,2817.61
281.27,169.23,126.97,124.74,2817.61
352.15,210.71,165.83,180.95,2817.61
428.01,269.62,242.5,250.12,2817.61
503.73,338.24,310.44,323.88,2817.61
583.74,408.47,391.12,441.35,2817.61
674.12,483.08,466.62,563.42,2817.61
774.51,565.52,593.71,636.6,2817.61
881.33,654.48,681.28,692.12,2817.61
987.96,752.38,793.96,756.94,2817.61
1095.65,847.58,887.15,772.06,2817.61
1139.5,909.42,851.26,840.66,2817.61
1183.29,971.68,916.41,922.15,2817.61
1221.38,1031.75,985.57,934.98,2817.61
1254.3,1091.02,1047.14,959.17,2817.61
1261.52,1122.45,1010.05,975.4,2817.61
1258.37,1152.72,1045.9,1002.6,2817.61
1252.12,1180.31,1037.62,1054.05,2817.61
1239.94,1202.73,1067.14,1024.79,2817.61
1219.74,1216.46,1051.7,1088.37,2817.61
1193.4,1224.62,1068.05,1042.01,2817.61
1163.76,1225.22,1045.73,1092.39,2817.61
1130.98,1217.39,1046.82,1103.28,2817.61
1081.83,1141.17,1053.54,1035.93,2817.61
1027.59,1064.37,981.09,1038.27,2817.61
969.28,981.85,959.41,980.43,2817.61
909.24,895.4,874.06,924.7,2817.61
836.68,807.35,825.94,879.33,2817.61
765.39,726.59,744.26,809.18,2817.61
699.04,651.69,742.3,666.12,2817.61
628.98,571.57,657.65,569.41,2817.61
541.12,484.11,488.65,473.49,2817.61
444.8,396.01,399.24,354.16,2817.61
343.47,306.2,275.08,257.82,2817.61
254.07,228.48,208.77,191.11,2817.61
184.84,168.07,158.72,131.23,2817.61
126.54,118.46,106.63,82.22,2817.61
75.54,71.21,70.6,43.15,2817.61
29.24,27.84,19.33,14.89,2817.61
0.02,0.02,0.02,0.02,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
2.46,2.52,2.36,0.11,2817.61
36.39,40.71,33.99,3.52,2817.61
77.93,89.78,46.28,18.61,2817.61
121.3,141.97,63.64,46.53,2817.61
167.27,204.26,94.06,79.66,2817.61
223.44,286.91,145.37,116.95,2817.61
289.77,375.7,233.32,155.67,2817.61
358.36,475.24,251.21,208.74,2817.61
421.14,554.83,303.86,271.48,2817.61
480.86,617.29,378.8,337.31,2817.61
547.24,678.12,426.6,416.13,2817.61
613.89,735.83,496.81,502.04,2817.61
681.45,788.21,572.65,573.38,2817.61
738.25,833.93,629.14,631.52,2817.61
791.87,880.58,682.22,678.9,2817.61
843.58,928.65,740.19,722.27,2817.61
891.51,975.38,784.43,759.01,2817.61
934.56,1015.87,834.43,814.79,2817.61
977.31,1053.22,863.19,878.4,2817.61
1017.92,1088.15,907.58,902.06,2817.61
1056.23,1120.31,933.01,974.46,2817.61
1088.22,1138.13,960.13,1050.33,2817.61
1116.7,1152.76,1076.97,1111.65,2817.61
1138.16,1163.18,1091.15,1149.2,2817.61
1152.76,1169.71,1173.38,1137.34,2817.61
1152.46,1154.4,1157.88,1138.46,2817.61
1146.26,1134.39,1126.24,1124.87,2817.61
1134.36,1109.63,1101.88,1063.77,2817.61
1116.49,1081.27,1039.62,1064.12,2817.61
1094.98,1059.14,1019.58,1038.35,2817.61
1067.13,1033.76,1005.51,1045.86,2817.61
1035.23,1005.58,978.75,1020.31,2817.61
1001.11,974.92,997.76,1005.47,2817.61
946.27,927.15,948.86,955.95,2817.61
891.95,880.37,903.7,936.28,2817.61
835.36,834.18,856.36,859.93,2817.61
777.52,788.34,817.32,818.13,2817.61
721.7,734.37,761.9,709.37,2817.61
663.07,673.86,645.54,646.52,2817.61
600.8,604.94,578.02,569.92,2817.61
534.49,535.96,502.8,505.88,2817.61
460.92,463.44,439.82,428.09,2817.61
379.54,379.57,358.61,341.56,2817.61
293.49,292.03,278.74,270.77,2817.61
218.44,217.77,205.62,199.96,2817.61
159.25,161.24,155.47,135.52,2817.61
110.6,113,100.27,82.27,2817.61
63.35,65.03,57.97,39.83,2817.61
21.19,22.06,19.76,11,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0.75,0.62,0.63,0.04,2817.61
40.41,29.03,27.73,6.93,2817.61
95.13,72.87,49.54,34.66,2817.61
156.37,146.69,102.48,86.03,2817.61
236.72,233.55,184.75,151.87,2817.61
342.98,349.33,272.96,232.61,2817.61
463.36,486.74,358.66,333.46,2817.61
592.07,616.7,447.21,450.3,2817.61
680.64,701.88,554.98,581.98,2817.61
763.3,791.49,689.71,721.4,2817.61
846.53,880.57,815.52,860.92,2817.61
929.89,969.27,907.46,976.44,2817.61
1009.68,1052.88,1066.7,1094.88,2817.61
1082,1135.71,1148.85,1196.61,2817.61
1152.16,1219.48,1266.43,1291.48,2817.61
1226.39,1300.47,1345.09,1375.58,2817.61
1303.27,1379.77,1464.23,1436.44,2817.61
1358.3,1445.56,1525.83,1471.69,2817.61
1403.72,1498.79,1527.78,1449.99,2817.61
1443.37,1544.92,1572.48,1380.21,2817.61
1476.57,1584.34,1446.81,1297.43,2817.61
1471.24,1576.2,1445.52,1218.22,2817.61
1461.15,1563.29,1199,1241.05,2817.61
1445,1544.94,1198.79,1252.39,2817.61
1423.74,1520.16,1347.17,1198.1,2817.61
1395.85,1488.88,1324.52,1180.46,2817.61
1364.85,1450.95,1068.25,1178.56,2817.61
1329.45,1407.91,1044.25,1168.25,2817.61
1292.6,1360.98,1114.41,1156.23,2817.61
1255.17,1310.65,1076.36,1142.79,2817.61
1215.83,1255.82,1126.19,1102.89,2817.61
1169.95,1197.61,1074.44,1080.37,2817.61
1117.92,1135.34,1047.02,1070.19,2817.61
1041.91,1058.9,974.97,1045.82,2817.61
969.57,982.38,997.78,996.49,2817.61
902.18,910.62,925.25,946.68,2817.61
834.9,838.54,887.76,893.2,2817.61
762.8,759.33,806.11,821.16,2817.61
682.66,676.12,739.52,743.53,2817.61
603.18,590.9,651.11,662.12,2817.61
526.48,510.39,579.7,591.05,2817.61
450.38,430.94,480.34,487.21,2817.61
357.41,341.83,373.12,374.54,2817.61
268.9,251.3,271.87,265.88,2817.61
194.62,178.62,190.34,184.74,2817.61
143.27,125.23,131.34,118.86,2817.61
98.22,75.46,76.2,72.33,2817.61
54.46,38.19,37.72,33.19,2817.61
14.26,9.87,9.71,6.37,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
0,0,0,0,2817.61
